Admit,Deposit,Enroll,F,Ethnicity,Region Description,Age,ACT Category Description,College,Major,Convert_GPA_Fix,FIN_AID_INTEREST
TRUE,FALSE,FALSE,F,Multiracial,Suburban South,18,24-27,Liberal Arts & Social Sciences,English,3.282,Y
TRUE,TRUE,TRUE,F,White,Chicago South,18,24-27,Commerce,UGRD Undeclared Business,3.763,Y
TRUE,TRUE,TRUE,F,White,Out of State,18,28-32,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.36,Y
FALSE,FALSE,FALSE,F,White,Suburban West,18,20-23,Commerce,Management,2.77,N
TRUE,FALSE,FALSE,F,Asian/Pacific Islander,Suburban Southwest,19,24-27,Computer Science,UGRD Undeclared CDM,3.721,Y
TRUE,FALSE,FALSE,F,White,Suburban South,18,24-27,Communication,Public Relations/Advertisin,4.09,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,24-27,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.462,N
TRUE,FALSE,FALSE,F,Asian/Pacific Islander,Out of State,18,24-27,Commerce,Finance,3.682,Y
TRUE,FALSE,FALSE,F,White,Suburban Southwest,18,28-32,Communication,Public Relations/Advertisin,4,Y
TRUE,TRUE,TRUE,F,White,Suburban Northwest,18,20-23,Commerce,Management,3.63,Y
TRUE,TRUE,TRUE,F,White,Suburban Northwest,18,20-23,Science and Health,Health Sciences,2.75,Y
FALSE,FALSE,FALSE,F,White,Suburban South,18,24-27,Music,Music Performance,3.867,Y
TRUE,TRUE,TRUE,F,Hispanic,Chicago North,17,24-27,Computer Science,Computer Science,5,Y
TRUE,FALSE,FALSE,F,Not Applicable,Out of State,18,20-23,Education,Elementary Education,3.558,Y
TRUE,FALSE,FALSE,F,White,Suburban Northwest,18,20-23,Commerce,UGRD Undeclared Business,3.3,Y
TRUE,FALSE,FALSE,F,Hispanic,Chicago Far South,18,28-32,Commerce,Marketing,4.21,Y
FALSE,FALSE,FALSE,F,White,Out of State,18,24-27,Music,Music,,Y
TRUE,FALSE,FALSE,F,White,Out of State,19,24-27,Commerce,Marketing,3.75,N
TRUE,TRUE,TRUE,F,Hispanic,Chicago North,18,20-23,Commerce,Management,4.928,Y
FALSE,FALSE,FALSE,F,White,Out of State,18,28-32,Music,Music Performance,3.84,Y
TRUE,FALSE,FALSE,F,White,Other Illinois,18,24-27,Liberal Arts & Social Sciences,Political Science,3.567,N
TRUE,FALSE,FALSE,F,White,Suburban South,18,24-27,Commerce,Business Administration,4.19,Y
FALSE,FALSE,FALSE,F,Black,Out of State,18,16-19,Theatre,Acting,2.98,Y
TRUE,FALSE,FALSE,F,Asian/Pacific Islander,Suburban North,18,20-23,Liberal Arts & Social Sciences,UGRD Undeclared TBD,0,Y
TRUE,FALSE,FALSE,F,Hispanic,Out of State,18,28-32,Science and Health,Biological Sciences,4,Y
TRUE,TRUE,TRUE,F,Hispanic,Suburban Southwest,19,24-27,Science and Health,Health Sciences,3.333,Y
TRUE,FALSE,FALSE,F,Hispanic,Suburban Southwest,18,20-23,Liberal Arts & Social Sciences,UGRD Undeclared TBD,4.059,Y
FALSE,FALSE,FALSE,F,Black,Out of State,18,20-23,Liberal Arts & Social Sciences,Political Science,,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,28-32,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.919,Y
TRUE,TRUE,TRUE,F,White,Out of State,18,24-27,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.892,Y
TRUE,TRUE,TRUE,F,White,Out of State,18,28-32,Liberal Arts & Social Sciences,International Studies,3.981,N
FALSE,FALSE,FALSE,F,Multiracial,Out of State,18,24-27,Communication,Journalism,,Y
TRUE,TRUE,TRUE,F,Hispanic,Chicago North,18,24-27,Commerce,UGRD Undeclared Business,4.881,Y
TRUE,TRUE,TRUE,F,Asian/Pacific Islander,Suburban North,18,24-27,Commerce,UGRD Undeclared Business,2.909,N
TRUE,FALSE,FALSE,F,Hispanic,Chicago North,18,20-23,Science and Health,Biological Sciences,3.903,Y
FALSE,FALSE,FALSE,F,White,Suburban South,17,20-23,Computer Science,BFA in Graphic Design,2.805,Y
TRUE,FALSE,FALSE,F,White,Suburban Southwest,18,28-32,Computer Science,Computer Science,4,N
TRUE,TRUE,TRUE,F,White,Out of State,18,24-27,Communication,UGRD Undeclared Communication,3.721,N
TRUE,TRUE,TRUE,F,Hispanic,Suburban Southwest,19,20-23,Liberal Arts & Social Sciences,Anthropology,3.417,Y
TRUE,TRUE,TRUE,F,Hispanic,Suburban Southwest,18,28-32,Liberal Arts & Social Sciences,English,3.15,Y
TRUE,FALSE,FALSE,F,White,Suburban Southwest,18,28-32,Computer Science,InterActive Media,3.892,Y
TRUE,FALSE,FALSE,F,White,Out of State,19,28-32,Science and Health,UGRD Undeclared CSH,3.944,N
TRUE,FALSE,FALSE,F,White,Suburban North,18,24-27,Communication,Public Relations/Advertisin,3.452,Y
FALSE,FALSE,FALSE,F,White,Suburban West,18,20-23,Music,Jazz Studies,3.39,Y
TRUE,FALSE,FALSE,F,White,Suburban South,19,24-27,Education,Pre-Secondary Education Biolog,4.432,Y
FALSE,FALSE,FALSE,F,Hispanic,Out of State,18,16-19,Science and Health,Biological Sciences,3.16,Y
TRUE,TRUE,FALSE,F,White,Out of State,19,24-27,Commerce,Business Administration,3.406,Y
FALSE,FALSE,FALSE,F,Hispanic,Chicago North,18,0-15,Science and Health,Chemistry,3.62,Y
TRUE,FALSE,FALSE,F,White,Chicago Far North,18,24-27,Communication,UGRD Undeclared Communication,4.068,Y
TRUE,FALSE,FALSE,F,White,Suburban West,18,28-32,Commerce,Finance,3.22,N
TRUE,TRUE,TRUE,F,White,Suburban North,18,28-32,Computer Science,Math/Computer Studies,3.81,Y
TRUE,TRUE,TRUE,F,White,Out of State,19,20-23,Music,Music Performance,2.816,Y
TRUE,FALSE,FALSE,F,Hispanic,Suburban West,18,24-27,Science and Health,Psychology,3.788,Y
FALSE,FALSE,FALSE,F,Black,Out of State,18,24-27,Theatre,Acting,3.043,Y
TRUE,FALSE,FALSE,F,White,Suburban Northwest,18,20-23,Commerce,Finance,3.314,N
TRUE,FALSE,FALSE,F,White,Suburban West,18,24-27,Science and Health,Biological Sciences,3.858,Y
TRUE,TRUE,TRUE,F,White,Other Illinois,18,20-23,Education,Elementary Education,3.142,Y
TRUE,TRUE,TRUE,F,White,Chicago Far South,18,24-27,Liberal Arts & Social Sciences,Anthropology,3.8,Y
TRUE,FALSE,FALSE,F,White,Suburban South,18,20-23,Commerce,UGRD Undeclared Business,3.606,N
TRUE,FALSE,FALSE,F,White,Suburban West,18,24-27,Commerce,Business Administration,4.275,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,28-32,Science and Health,UGRD Undeclared CSH,3.831,Y
TRUE,TRUE,TRUE,F,Hispanic,Suburban Southwest,18,28-32,Science and Health,Chemistry,2.92,N
TRUE,TRUE,TRUE,F,White,Suburban Northwest,18,28-32,Science and Health,Psychology,3.544,Y
TRUE,TRUE,TRUE,F,White,Suburban West,19,24-27,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.102,Y
TRUE,TRUE,TRUE,F,Multiracial,Out of State,18,20-23,Commerce,Finance,2.954,Y
TRUE,TRUE,TRUE,F,Hispanic,Suburban West,17,20-23,Computer Science,Computer Game Development,3.82,Y
TRUE,FALSE,FALSE,F,White,Suburban Southwest,18,28-32,Science and Health,Health Sciences,3.8,Y
TRUE,TRUE,FALSE,F,White,Out of State,18,20-23,Science and Health,Biological Sciences,3.193,Y
TRUE,FALSE,FALSE,F,Hispanic,Out of State,18,20-23,Liberal Arts & Social Sciences,Political Science,3.32,Y
TRUE,FALSE,FALSE,F,White,Suburban West,18,28-32,Science and Health,Psychology,4.235,Y
TRUE,TRUE,TRUE,F,White,Out of State,18,24-27,Commerce,Accountancy,4.217,Y
TRUE,TRUE,TRUE,F,White,Suburban West,18,24-27,Science and Health,UGRD Undeclared CSH,3.82,Y
FALSE,FALSE,FALSE,F,White,Suburban Southwest,18,20-23,Commerce,Business Administration,2.87,Y
TRUE,TRUE,TRUE,F,White,Suburban West,18,24-27,Liberal Arts & Social Sciences,Economics,3.078,N
TRUE,FALSE,FALSE,F,Multiracial,Out of State,18,28-32,Commerce,Business Administration,3.917,Y
TRUE,TRUE,TRUE,F,White,Suburban North,18,28-32,Computer Science,Computer Game Development,4.194,Y
TRUE,FALSE,FALSE,F,Black,Other Illinois,18,24-27,Liberal Arts & Social Sciences,International Studies,3.406,Y
TRUE,FALSE,FALSE,F,Asian/Pacific Islander,Suburban West,18,24-27,Education,Pre-Secondary Education Englis,3.333,Y
TRUE,FALSE,FALSE,F,White,Suburban West,18,24-27,Liberal Arts & Social Sciences,UGRD Undeclared TBD,4.095,Y
TRUE,TRUE,TRUE,F,White,Suburban West,18,24-27,Liberal Arts & Social Sciences,Economics,4.377,Y
TRUE,FALSE,FALSE,F,White,Suburban Northwest,18,28-32,Commerce,Marketing,3.365,Y
FALSE,FALSE,FALSE,F,White,Out of State,18,20-23,Commerce,Business Administration,,Y
TRUE,FALSE,FALSE,F,Asian/Pacific Islander,Suburban South,18,28-32,Science and Health,Biological Sciences,3.253,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,24-27,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.81,Y
TRUE,TRUE,TRUE,F,Multiracial,Out of State,18,24-27,Science and Health,Psychology,3.427,Y
TRUE,TRUE,FALSE,F,Asian/Pacific Islander,Suburban North,18,28-32,Commerce,Management Info Sys,0,Y
TRUE,TRUE,TRUE,F,Asian/Pacific Islander,Suburban North,18,16-19,Commerce,UGRD Undeclared Business,3.044,N
TRUE,TRUE,TRUE,F,Asian/Pacific Islander,Chicago North,19,20-23,Computer Science,Computer Science,4.333,Y
TRUE,TRUE,TRUE,F,White,Suburban Northwest,18,20-23,Liberal Arts & Social Sciences,Art & Art History,2.888,N
TRUE,FALSE,FALSE,F,White,Out of State,18,28-32,Commerce,Business Administration,3.857,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,28-32,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.96,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,28-32,Education,Pre-Secondary Education Englis,4.217,Y
TRUE,FALSE,FALSE,F,White,Suburban West,18,24-27,Science and Health,Health Sciences,3.343,Y
TRUE,FALSE,FALSE,F,White,Suburban Northwest,18,28-32,Commerce,Business Administration,4.06,Y
TRUE,FALSE,FALSE,F,Not Applicable,Out of State,18,28-32,Communication,Communication and Media,3.6,Y
TRUE,FALSE,FALSE,F,Black,Suburban West,18,28-32,Science and Health,Psychology,4,Y
FALSE,FALSE,FALSE,F,White,Chicago Far North,19,20-23,Commerce,Accountancy,,Y
FALSE,FALSE,FALSE,F,Multiracial,Out of State,18,16-19,Communication,Public Relations/Advertisin,1.854,Y
TRUE,TRUE,FALSE,F,American Indian/Alaskan Native,Out of State,18,28-32,Computer Science,Computer Game Development,3.241,Y
TRUE,FALSE,FALSE,F,White,Out of State,17,24-27,Education,UGRD Undeclared Education,3.555,Y
TRUE,FALSE,FALSE,F,Multiracial,Suburban Northwest,18,24-27,Commerce,Business Administration,3.978,Y
FALSE,FALSE,FALSE,F,White,Out of State,18,24-27,Theatre,Acting,4.04,Y
FALSE,FALSE,FALSE,F,Hispanic,Other Illinois,20,16-19,Communication,Communication and Media,,Y
TRUE,TRUE,TRUE,F,White,Out of State,18,20-23,Science and Health,Psychology,3.643,Y
TRUE,FALSE,FALSE,F,White,Suburban Southwest,18,28-32,Commerce,Business Administration,4.2,Y
TRUE,TRUE,FALSE,F,Multiracial,Out of State,18,24-27,Computer Science,Computer Game Development,3.066,Y
FALSE,FALSE,FALSE,F,Hispanic,Suburban Northwest,18,20-23,Education,Pre-Secondary Education Englis,2.988,Y
TRUE,TRUE,TRUE,F,White,Suburban Northwest,19,28-32,Music,Jazz Studies,4.367,Y
FALSE,FALSE,FALSE,F,Black,Suburban South,18,24-27,Communication,Communication Studies,,Y
TRUE,TRUE,TRUE,F,White,Suburban South,18,20-23,Commerce,Hospitality Leadership,3.984,Y
FALSE,FALSE,FALSE,F,White,Suburban Northwest,18,20-23,Science and Health,Health Sciences,,Y
TRUE,FALSE,FALSE,F,White,Other Illinois,18,28-32,Science and Health,Biological Sciences,4.541,N
TRUE,TRUE,TRUE,F,White,Chicago Far North,18,24-27,Communication,Communication and Media,3.777,Y
TRUE,TRUE,TRUE,F,White,Out of State,18,20-23,Science and Health,Chemistry,3.666,Y
TRUE,FALSE,FALSE,F,White,Suburban Northwest,18,20-23,Science and Health,UGRD Undeclared CSH,3.118,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,28-32,Commerce,Accountancy,3.94,Y
TRUE,TRUE,TRUE,F,White,Out of State,18,28-32,Commerce,Finance,3.466,N
TRUE,FALSE,FALSE,F,Asian/Pacific Islander,Chicago South,18,24-27,Science and Health,UGRD Undeclared CSH,3.485,Y
TRUE,TRUE,FALSE,F,Hispanic,Chicago Central,16,28-32,Commerce,Economics,4.043,N
FALSE,FALSE,FALSE,F,White,Out of State,17,Unknown,Music,Music Education,,N
TRUE,FALSE,FALSE,F,White,Out of State,18,28-32,Liberal Arts & Social Sciences,Sociology,3.53,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,28-32,Commerce,Management,3.27,N
TRUE,FALSE,FALSE,F,White,Out of State,18,24-27,Science and Health,UGRD Undeclared CSH,3.62,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,24-27,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.585,N
TRUE,FALSE,FALSE,F,White,Out of State,18,20-23,Commerce,Business Administration,3.782,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,24-27,Education,Elementary Education,3.6,Y
TRUE,TRUE,TRUE,F,White,Out of State,18,28-32,Science and Health,Health Sciences,3.193,N
FALSE,FALSE,FALSE,F,White,Out of State,18,24-27,Science and Health,Biological Sciences,3.722,N
FALSE,FALSE,FALSE,F,White,Out of State,18,16-19,Commerce,Marketing,2.887,Y
FALSE,FALSE,FALSE,F,White,Out of State,18,24-27,Theatre,Acting,3.941,Y
TRUE,TRUE,TRUE,F,Hispanic,Out of State,18,24-27,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.207,Y
TRUE,TRUE,TRUE,F,White,Suburban West,19,20-23,Commerce,Management,3.822,Y
FALSE,FALSE,FALSE,F,Hispanic,Out of State,18,28-32,Theatre,Stage Management,4.521,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,24-27,Commerce,Business Administration,3.901,Y
TRUE,FALSE,FALSE,F,White,Out of State,19,24-27,Science and Health,Chemistry,3.525,N
TRUE,TRUE,TRUE,F,Hispanic,Out of State,18,24-27,Theatre,Acting,3.331,Y
TRUE,FALSE,FALSE,F,White,Out of State,19,20-23,Communication,Journalism,3.563,Y
TRUE,TRUE,FALSE,F,Hispanic,Out of State,18,20-23,Science and Health,Psychology,3.098,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,20-23,Science and Health,Psychology,3.585,Y
TRUE,FALSE,FALSE,F,White,Suburban Northwest,18,28-32,Science and Health,Psychology,3.32,N
TRUE,TRUE,TRUE,F,White,Suburban West,18,28-32,Liberal Arts & Social Sciences,Political Science,3.978,Y
TRUE,FALSE,FALSE,F,Black,Out of State,19,24-27,Science and Health,Biological Sciences,3.28,Y
TRUE,TRUE,TRUE,F,Hispanic,Suburban Southwest,18,20-23,Science and Health,Psychology,4.324,Y
TRUE,FALSE,FALSE,F,Hispanic,Suburban Southwest,18,24-27,Science and Health,Biological Sciences,2.54,Y
TRUE,TRUE,TRUE,F,White,Out of State,17,24-27,Commerce,Marketing,4.323,N
TRUE,TRUE,TRUE,F,White,Suburban West,18,24-27,Communication,Communication Studies,3.41,Y
TRUE,TRUE,TRUE,F,White,Other Illinois,18,28-32,Liberal Arts & Social Sciences,Political Science,4.151,N
TRUE,FALSE,FALSE,F,White,Other Illinois,18,28-32,Science and Health,Biological Sciences,3.638,N
TRUE,FALSE,FALSE,F,Asian/Pacific Islander,Suburban Southwest,18,28-32,Education,Elementary Education,4.25,Y
TRUE,FALSE,FALSE,F,White,Suburban South,18,20-23,Commerce,Business Administration,3.78,N
TRUE,TRUE,TRUE,F,White,Suburban Northwest,18,28-32,Commerce,Accountancy,3.166,Y
FALSE,FALSE,FALSE,F,Black,Chicago Far South,19,Unknown,Theatre,Stage Management,,Y
FALSE,FALSE,FALSE,F,Black,Out of State,19,Unknown,Theatre,Theatre Arts,,Y
FALSE,FALSE,FALSE,F,White,Suburban West,18,20-23,Science and Health,Psychology,,Y
TRUE,FALSE,FALSE,F,White,Suburban Northwest,18,20-23,Communication,Communication Studies,3.031,N
TRUE,TRUE,FALSE,F,Hispanic,Out of State,18,20-23,Education,Elementary Education,3.891,Y
TRUE,TRUE,TRUE,F,White,Out of State,18,28-32,Science and Health,Health Sciences,3.644,Y
FALSE,FALSE,FALSE,F,White,Out of State,18,16-19,Theatre,Acting,3.42,Y
TRUE,TRUE,TRUE,F,White,Out of State,18,24-27,Science and Health,Chemistry,3.84,Y
TRUE,TRUE,TRUE,F,White,Out of State,18,24-27,Commerce,Business Administration,3.45,N
FALSE,FALSE,FALSE,F,Black,Out of State,18,20-23,Science and Health,Biological Sciences,,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,24-27,Commerce,Economics,4.11,Y
FALSE,FALSE,FALSE,F,White,Out of State,18,16-19,Commerce,Business Administration,2.083,Y
TRUE,TRUE,FALSE,F,Multiracial,Out of State,18,20-23,Science and Health,Psychology,3.245,Y
FALSE,FALSE,FALSE,F,White,Out of State,18,24-27,Theatre,Acting,,Y
FALSE,FALSE,FALSE,F,White,Out of State,18,28-32,Theatre,Acting,3.969,Y
TRUE,FALSE,FALSE,F,White,Out of State,17,24-27,Commerce,UGRD Undeclared Business,3.413,Y
TRUE,FALSE,FALSE,F,Asian/Pacific Islander,Out of State,17,20-23,Science and Health,Biological Sciences,3.74,Y
TRUE,FALSE,FALSE,F,Hispanic,Out of State,18,20-23,Commerce,Accountancy,3.501,N
TRUE,FALSE,FALSE,F,White,Out of State,18,20-23,Education,UGRD Undeclared Education,3.366,N
TRUE,FALSE,FALSE,F,White,Out of State,18,24-27,Commerce,Marketing,3.341,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,20-23,Commerce,UGRD Undeclared Business,3.729,Y
TRUE,TRUE,FALSE,F,White,Out of State,18,28-32,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.98,Y
TRUE,TRUE,TRUE,F,White,Out of State,18,24-27,Education,Pre-Secondary Education Histor,3.197,N
TRUE,FALSE,FALSE,F,White,Out of State,19,24-27,Science and Health,Health Sciences,3.631,Y
TRUE,TRUE,TRUE,F,Multiracial,Out of State,18,24-27,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.494,N
TRUE,TRUE,TRUE,F,White,Out of State,18,28-32,Computer Science,Digital Cinema,3.472,N
FALSE,FALSE,FALSE,F,White,Out of State,18,20-23,Theatre,Acting,3.717,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,28-32,Commerce,Marketing,4.081,Y
TRUE,TRUE,TRUE,F,White,Chicago North,17,24-27,Communication,UGRD Undeclared Communication,3.502,Y
TRUE,TRUE,TRUE,F,White,Out of State,18,24-27,Commerce,Finance,2.956,Y
TRUE,TRUE,TRUE,F,White,Out of State,18,24-27,Commerce,Business Administration,2.677,N
FALSE,FALSE,FALSE,F,White,Out of State,18,28-32,Theatre,Stage Management,3.808,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,24-27,Liberal Arts & Social Sciences,Art & Art History,3.852,Y
TRUE,FALSE,FALSE,F,Asian/Pacific Islander,Chicago South,18,24-27,Science and Health,Health Sciences,4.697,Y
TRUE,FALSE,FALSE,F,Asian/Pacific Islander,Chicago South,18,28-32,Education,Elementary Education,4.918,Y
TRUE,FALSE,FALSE,F,Hispanic,Chicago Far South,18,24-27,Science and Health,UGRD Undeclared CSH,4.641,Y
TRUE,FALSE,FALSE,F,White,Chicago South,18,24-27,Science and Health,UGRD Undeclared CSH,4.66,Y
TRUE,FALSE,FALSE,F,Hispanic,Chicago South,18,24-27,Communication,Communication Studies,4.652,Y
FALSE,FALSE,FALSE,F,Hispanic,Chicago North,18,Unknown,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.865,Y
FALSE,FALSE,FALSE,F,Black,Chicago Far South,20,Unknown,Computer Science,Computer Game Development,,Y
FALSE,FALSE,FALSE,F,Multiracial,Out of State,18,28-32,Theatre,Acting,3.859,Y
FALSE,FALSE,FALSE,F,White,Out of State,18,16-19,Communication,Journalism,3.319,Y
TRUE,TRUE,TRUE,F,White,Out of State,18,28-32,Science and Health,Health Sciences,4.4,Y
TRUE,FALSE,FALSE,F,White,Out of State,19,28-32,Commerce,Finance,3.683,Y
FALSE,FALSE,FALSE,F,White,Out of State,18,28-32,Theatre,Acting,4.46,Y
FALSE,FALSE,FALSE,F,Asian/Pacific Islander,Chicago Far North,19,28-32,Commerce,Business Administration,2.127,Y
TRUE,FALSE,FALSE,F,White,Out of State,17,20-23,Science and Health,Health Sciences,3.33,N
TRUE,FALSE,FALSE,F,Hispanic,Suburban Southwest,18,16-19,Education,Elementary Education,3.48,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,28-32,Science and Health,Biological Sciences,3.295,N
TRUE,FALSE,FALSE,F,White,Out of State,18,24-27,Liberal Arts & Social Sciences,International Studies,3.333,Y
FALSE,FALSE,FALSE,F,White,Out of State,18,33-36,Music,Music Education,4.071,Y
TRUE,TRUE,TRUE,F,White,Out of State,18,28-32,Commerce,Management,4.021,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,28-32,Communication,UGRD Undeclared Communication,3.79,Y
FALSE,FALSE,FALSE,F,Black,Out of State,18,16-19,Science and Health,Biological Sciences,2.944,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,20-23,Commerce,Finance,3.48,Y
FALSE,FALSE,FALSE,F,White,Out of State,18,28-32,Theatre,Acting,4.07,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,28-32,Science and Health,Mathematics,3.935,Y
TRUE,TRUE,TRUE,F,White,Out of State,18,Unknown,Liberal Arts & Social Sciences,Political Science,3.27,Y
TRUE,FALSE,FALSE,F,Not Applicable,Out of State,18,Unknown,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.79,Y
TRUE,TRUE,TRUE,F,White,Out of State,18,20-23,Commerce,Marketing,3.629,N
TRUE,FALSE,FALSE,F,Black,Out of State,18,20-23,Communication,Public Relations/Advertisin,3.497,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,24-27,Science and Health,Psychology,3.909,Y
FALSE,FALSE,FALSE,F,White,Out of State,18,20-23,Liberal Arts & Social Sciences,Art & Art History,2.568,N
TRUE,TRUE,TRUE,F,White,Out of State,17,24-27,Communication,Public Relations/Advertisin,3.259,Y
TRUE,FALSE,FALSE,F,Black,Out of State,18,20-23,Science and Health,UGRD Undeclared CSH,3.263,Y
FALSE,FALSE,FALSE,F,Black,Out of State,18,16-19,Liberal Arts & Social Sciences,Political Science,2.486,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,28-32,Liberal Arts & Social Sciences,UGRD Undeclared TBD,3.956,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,28-32,Communication,Journalism,3.919,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,24-27,Communication,Journalism,3.85,N
FALSE,FALSE,FALSE,F,White,Out of State,18,20-23,Science and Health,UGRD Undeclared CSH,2.26,Y
FALSE,FALSE,FALSE,F,White,Out of State,19,24-27,Liberal Arts & Social Sciences,Major in Writing Rhetoric Disc,,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,24-27,Liberal Arts & Social Sciences,History of Art&Architecture,3.064,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,28-32,Science and Health,Health Sciences,3.965,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,24-27,Liberal Arts & Social Sciences,English,3.65,Y
TRUE,TRUE,TRUE,F,White,Suburban West,17,24-27,Science and Health,Biological Sciences,4.5,N
TRUE,TRUE,TRUE,F,Multiracial,Out of State,18,20-23,Communication,Public Relations/Advertisin,3.702,Y
TRUE,FALSE,FALSE,F,White,Out of State,18,28-32,Communication,Public Relations/Advertisin,3.564,Y
FALSE,FALSE,FALSE,F,White,Other Illinois,19,24-27,Liberal Arts & Social Sciences,Art & Art History,,N
